"rental_id","film_id","film_title","language","category","rental_duration","rental_rate","replacement_cost","rating","actor_names","amount"
6629,625,"None Spiking","English             ","Sci-Fi",3,"0.99","18.99","NC-17","KimAllen,MatthewCarrey,OlympiaPfeiffer,ReneeBall,SusanDavis,WoodyHoffman","5.99"
6630,402,"Harper Dying","English             ","Animation",3,"0.99","15.99","G","AlbertJohansson,FayWinslet,KennethTorn,KimAllen","0.99"
6631,509,"Language Cowboy","English             ","Children",5,"0.99","26.99","NC-17","BetteNicholson,ChristopherBerry,CubaBirch,PenelopeGuiness,WarrenJackman,WhoopiHurt","0.99"
6632,644,"Oscar Gold","English             ","Animation",7,"2.99","29.99","PG","AlGarland,BobFawcett,DustinTautou,EllenPresley,HarveyHope,RipCrawford","2.99"
6633,638,"Operation Operation","English             ","Comedy",7,"2.99","23.99","G","AdamGrant,ChristianAkroyd,GregoryGooding","2.99"
6634,646,"Outbreak Divine","English             ","Games",6,"0.99","12.99","NC-17","AlecWayne,FayWood,JamesPitt,MaeHoffman,RayJohansson","0.99"
6635,114,"Camelot Vacation","English             ","Sci-Fi",3,"0.99","26.99","NC-17","AlbertNolte,JudeCruise","1.99"
6636,720,"Redemption Comforts","English             ","New",3,"2.99","20.99","NC-17","AlbertJohansson,AudreyOlivier,DebbieAkroyd,KennethPaltrow,MillaKeitel","2.99"
6637,625,"None Spiking","English             ","Sci-Fi",3,"0.99","18.99","NC-17","KimAllen,MatthewCarrey,OlympiaPfeiffer,ReneeBall,SusanDavis,WoodyHoffman","4.99"
6638,46,"Autumn Crow","English             ","Games",3,"4.99","13.99","G","AngelaHudson,DustinTautou,JamesPitt","4.99"
6639,743,"Room Roman","English             ","Animation",7,"0.99","27.99","PG","SeanWilliams,WoodyHoffman","0.99"
6640,614,"Name Detective","English             ","Games",5,"4.99","11.99","PG-13","CateMcqueen,JohnSuvari,WarrenJackman","8.99"
6641,468,"Invasion Cyclone","English             ","Children",5,"2.99","12.99","PG","EdGuiness,EmilyDee,FrancesTomei,JayneNolte,ReneeTracy,ScarlettBening,WoodyJolie","5.99"
6642,45,"Attraction Newton","English             ","New",5,"4.99","14.99","PG-13","ChristopherWest,GaryPenn,RipWinslet,UmaWood","4.99"
6643,39,"Armageddon Lost","English             ","Sci-Fi",5,"0.99","10.99","G","AngelaHudson,CubaAllen,GeneMckellen,GregoryGooding,JamesPitt,KimAllen,PenelopeCronyn","1.99"
6644,586,"Mockingbird Hollywood","English             ","Action",4,"0.99","27.99","PG","AdamHopper,JuliaMcqueen,SeanGuiness","0.99"
6645,626,"Noon Papi","English             ","Children",5,"2.99","12.99","G","AdamHopper,CubaOlivier,LaurenceBullock,MillaKeitel,VivienBasinger,WillWilson","2.99"
6646,885,"Texas Watch","English             ","Horror",7,"0.99","22.99","NC-17","IanTandy,JayneSilverstone,LizaBergman,LucilleDee,RipCrawford,SylvesterDern","0.99"
6647,401,"Harold French","English             ","Drama",6,"0.99","10.99","NC-17","EdMansfield,GeneMckellen,HarveyHope,JonChase,NatalieHopkins,PenelopeCronyn,TimHackman","0.99"
6648,157,"Clockwork Paradise","English             ","Children",7,"0.99","29.99","PG-13","KevinGarland,LucilleDee,SalmaNolte,SpencerPeck,SylvesterDern","0.99"
6649,13,"Ali Forever","English             ","Horror",4,"4.99","21.99","PG","CaryMcconaughey,ChristopherBerry,JonChase,KennethTorn,MorganMcdormand","4.99"
6650,349,"Gangs Pride","English             ","Animation",4,"2.99","27.99","PG-13","ElvisMarx,FayWood,FrancesDay-Lewis,KennethHoffman","2.99"
6651,19,"Amadeus Holy","English             ","Action",6,"0.99","20.99","PG","JamesPitt,JohnnyLollobrigida,JuliaMcqueen,KirkJovovich,PenelopeCronyn,ValBolger","0.99"
6652,476,"Jason Trap","English             ","Family",5,"2.99","9.99","NC-17","AngelaHudson,BenHarris,GoldieBrody,MinnieKilmer,NatalieHopkins","2.99"
6653,133,"Chamber Italian","English             ","Music",7,"4.99","14.99","NC-17","AdamHopper,AlecWayne,EmilyDee,GinaDegeneres,HenryBerry,RichardPenn,RipWinslet","4.99"
6654,629,"Notorious Reunion","English             ","Documentary",7,"0.99","9.99","NC-17","JayneNolte,KimAllen","1.99"
6655,858,"Submarine Bed","English             ","Comedy",5,"4.99","21.99","R","ChristianAkroyd,GregoryGooding,GrouchoDunst,JenniferDavis,MaryKeitel,PenelopePinkett,RalphCruz,ScarlettBening,SeanGuiness,SidneyCrowe,WarrenJackman","4.99"
6656,494,"Karate Moon","English             ","Horror",4,"0.99","21.99","PG-13","JadaRyder,JaneJackman,JayneSilverstone,JohnnyCage,JulianneDench,KimAllen,MichaelBolger,SusanDavis","0.99"
6657,809,"Slipper Fidelity","English             ","Sports",5,"0.99","14.99","PG-13","AlGarland,CameronWray,GretaKeitel,JamesPitt,JaneJackman,JeffSilverstone,MichaelBening","0.99"
6658,37,"Arizona Bang","English             ","Classics",3,"2.99","28.99","PG","GretaKeitel,KarlBerry,RayJohansson,RussellBacall","4.99"
6659,494,"Karate Moon","English             ","Horror",4,"0.99","21.99","PG-13","JadaRyder,JaneJackman,JayneSilverstone,JohnnyCage,JulianneDench,KimAllen,MichaelBolger,SusanDavis","0.99"
6660,99,"Bringing Hysterical","English             ","Comedy",7,"2.99","14.99","PG","AngelaWitherspoon,FrancesDay-Lewis","3.99"
6661,515,"Legally Secretary","English             ","Children",7,"4.99","14.99","PG","BelaWalken,CameronStreep,CarmenHunt,HelenVoight,JaneJackman,UmaWood","4.99"
6662,320,"Flamingos Connecticut","English             ","New",4,"4.99","28.99","PG-13","AlbertJohansson,FayKilmer,GeneWillis,GoldieBrody,JaneJackman,JonChase,KennethTorn,RitaReynolds,TomMiranda","4.99"
6663,951,"Voyage Legally","English             ","Classics",6,"0.99","28.99","PG-13","AngelaHudson,CarmenHunt,JayneNeeson,MaryTandy,MegHawke","3.99"
6664,1000,"Zorro Ark","English             ","Comedy",3,"4.99","18.99","NC-17","IanTandy,LisaMonroe,NickDegeneres","4.99"
6665,640,"Opus Ice","English             ","Foreign",5,"4.99","21.99","R","DarylCrawford,HumphreyGarland,JuliaFawcett,SeanWilliams","6.99"
6666,702,"Pulp Beverly","English             ","Horror",4,"2.99","12.99","G","AngelaWitherspoon,DustinTautou,GretaKeitel,KirstenPaltrow,SusanDavis,WarrenNolte,WhoopiHurt","2.99"
6667,48,"Backlash Undefeated","English             ","Children",3,"4.99","24.99","PG-13","ChristianAkroyd,ChristopherBerry,DanStreep,JaneJackman,KevinGarland,SpencerPeck,SylvesterDern","8.99"
6668,328,"Forever Candidate","English             ","Children",7,"2.99","28.99","NC-17","JadaRyder","2.99"
6669,311,"Fiction Christmas","English             ","Foreign",4,"0.99","14.99","PG","AdamHopper,AlecWayne,CubaAllen,KevinBloom,LisaMonroe,MaryKeitel,MatthewCarrey,RockDukakis","4.99"
6670,682,"Pittsburgh Hunchback","English             ","Family",4,"4.99","17.99","PG-13","AudreyBailey,JohnSuvari,JuliaMcqueen,PenelopeMonroe,RipCrawford","7.99"
6671,213,"Date Speed","English             ","Family",4,"0.99","19.99","R","JudeCruise,KarlBerry,KevinBloom,RipWinslet","3.99"
6672,83,"Blues Instinct","English             ","Family",5,"2.99","18.99","G","CameronStreep,GrouchoDunst,MatthewCarrey,SalmaNolte","2.99"
6673,434,"Horror Reign","English             ","Travel",3,"0.99","25.99","R","ChristopherWest,JoeSwank,KennethHoffman,MaryTandy,NickStallone","0.99"
6674,521,"Lies Treatment","English             ","Drama",7,"4.99","28.99","NC-17","DanHarris,HelenVoight,JohnnyCage,JonChase,KennethTorn,WalterTorn,WarrenJackman","4.99"
6675,460,"Innocent Usual","English             ","Foreign",3,"4.99","26.99","PG-13","ChristianAkroyd,DanTorn,JamesPitt","4.99"
6676,499,"King Evolution","English             ","Family",3,"4.99","24.99","NC-17","BurtDukakis,CubaAllen,LucilleTracy,MaryKeitel,PenelopeGuiness,ReneeBall","8.99"
6677,521,"Lies Treatment","English             ","Drama",7,"4.99","28.99","NC-17","DanHarris,HelenVoight,JohnnyCage,JonChase,KennethTorn,WalterTorn,WarrenJackman","6.99"
6678,761,"Santa Paris","English             ","Children",7,"2.99","23.99","PG","KennethPaltrow,MichaelBolger,MinnieZellweger,OlympiaPfeiffer,RussellTemple,ScarlettDamon","2.99"
6679,800,"Sinners Atlantis","English             ","Horror",7,"2.99","19.99","PG-13","ChristianAkroyd,HelenVoight,LauraBrody,LaurenceBullock","2.99"
6680,634,"Odds Boogie","English             ","Family",6,"0.99","14.99","NC-17","ChrisBridges,ElvisMarx,GeoffreyHeston,KennethHoffman,MaeHoffman","0.99"
6681,188,"Crazy Home","English             ","Comedy",7,"2.99","24.99","PG","AlanDreyfuss,AlbertNolte,CateHarris,GeneMckellen,HarveyHope,MegHawke,MorganMcdormand,RussellBacall,RussellTemple,SissySobieski,VivienBasinger,WillWilson,WoodyJolie","2.99"
6682,433,"Horn Working","English             ","Animation",4,"2.99","23.99","PG","AnneCronyn,ChristianNeeson,GeneMckellen,JayneNolte,MorganWilliams,SeanGuiness,WillWilson,ZeroCage","7.99"
6683,753,"Rush Goodfellas","English             ","Family",3,"0.99","20.99","PG","AlanDreyfuss,AngelaWitherspoon,KirkJovovich,MaeHoffman,SylvesterDern","2.99"
6684,619,"Neighbors Charade","English             ","Sports",3,"0.99","20.99","R","DarylWahlberg,MorganMcdormand,RalphCruz,ScarlettDamon,TomMckellen,WillWilson,WoodyHoffman","6.99"
6685,314,"Fight Jawbreaker","English             ","Animation",3,"0.99","13.99","R","AlbertJohansson,MerylGibson,NickWahlberg","4.99"
6686,833,"Splendor Patton","English             ","Children",5,"0.99","20.99","R","AdamGrant,AlGarland,BelaWalken,BenWillis,CharlizeDench,ChristopherWest,GrouchoWilliams,KirkJovovich,SandraKilmer,UmaWood","0.99"
6687,600,"Motions Details","English             ","Horror",5,"0.99","16.99","PG","BurtDukakis,ElvisMarx,JimMostel,LauraBrody,PenelopeCronyn,PenelopePinkett,UmaWood,WalterTorn","2.99"
6688,518,"Liaisons Sweet","English             ","Travel",5,"4.99","15.99","PG","ChristianNeeson,FayWood,MegHawke,MenaTemple,MichaelBolger,NickWahlberg","4.99"
6689,344,"Fury Murder","English             ","Children",3,"0.99","28.99","PG-13","KarlBerry,KirkJovovich,LauraBrody,WoodyJolie","1.99"
6690,925,"United Pilot","English             ","Documentary",3,"0.99","27.99","R","MenaHopper,RayJohansson,ReeseKilmer,RockDukakis,SeanGuiness,ValBolger","1.99"
6691,89,"Borrowers Bedazzled","English             ","Animation",7,"0.99","22.99","G","CubaOlivier,DarylCrawford,ElvisMarx,HarveyHope,JonChase,KirkJovovich,ScarlettDamon","0.99"
6692,622,"Newsies Story","English             ","Documentary",4,"0.99","25.99","G","DanStreep,JeffSilverstone,JimMostel,JohnSuvari,MichaelBening,NickDegeneres,RalphCruz,SylvesterDern","4.99"
6693,438,"Human Graffiti","English             ","Games",3,"2.99","22.99","NC-17","AudreyOlivier,FredCostner,PenelopeGuiness,WillWilson","7.99"
6694,127,"Cat Coneheads","English             ","Comedy",5,"4.99","14.99","G","AngelaWitherspoon,HelenVoight,LauraBrody,ReneeBall","6.99"
6695,679,"Pilot Hoosiers","English             ","Family",6,"2.99","17.99","PG","AudreyBailey,CameronZellweger,DebbieAkroyd,HenryBerry,JuliaMcqueen,SpencerPeck,WoodyHoffman","2.99"
6696,67,"Berets Agent","English             ","Action",5,"2.99","24.99","PG-13","AngelaWitherspoon,CateHarris,GraceMostel,IanTandy,JessicaBailey,JuliaBarrymore,JuliaFawcett,JulianneDench,MerylAllen,WilliamHackman","2.99"
6697,47,"Baby Hall","English             ","Foreign",5,"4.99","23.99","NC-17","CharlizeDench,DarylWahlberg,KevinGarland,MatthewJohansson,MinnieKilmer,NickWahlberg,RiverDean,VivienBasinger","6.99"
6698,966,"Wedding Apollo","English             ","Documentary",3,"0.99","14.99","PG","AlbertJohansson,ChristianGable,EdChase,HarrisonBale,HumphreyGarland,IanTandy,LizaBergman,UmaWood,ValBolger,WarrenNolte","1.99"
6699,748,"Rugrats Shakespeare","English             ","Action",4,"0.99","16.99","PG-13","CubaBirch,DarylWahlberg,GaryPenn,JudyDean,KimAllen,MorganHopkins","0.99"
6700,673,"Personal Ladybugs","English             ","Music",3,"0.99","19.99","PG-13","BobFawcett,CateHarris,HumphreyWillis,JayneSilverstone,KennethHoffman,SalmaNolte,SandraKilmer,TomMiranda,WarrenNolte","6.99"
6701,752,"Runner Madigan","English             ","Music",6,"0.99","27.99","NC-17","BobFawcett,CateHarris,ChristianNeeson,GregChaplin,GrouchoDunst,JoeSwank,MatthewJohansson,ReeseWest","0.99"
6702,52,"Ballroom Mockingbird","English             ","Foreign",6,"0.99","29.99","G","AdamGrant,BenWillis,DarylWahlberg,GeneMckellen,HarrisonBale,JudyDean,LucilleDee","0.99"
6703,10,"Aladdin Calendar","English             ","Sports",6,"4.99","24.99","NC-17","AlecWayne,GretaMalden,JadaRyder,JudyDean,RayJohansson,ReneeTracy,RockDukakis,ValBolger","4.99"
6704,349,"Gangs Pride","English             ","Animation",4,"2.99","27.99","PG-13","ElvisMarx,FayWood,FrancesDay-Lewis,KennethHoffman","6.99"
6705,929,"Usual Untouchables","English             ","Foreign",5,"4.99","21.99","PG-13","AudreyOlivier,ChristianGable,GregChaplin,KennethPesci,KirstenAkroyd","4.99"
6706,993,"Wrong Behavior","English             ","Children",6,"2.99","10.99","PG-13","CaryMcconaughey,EdMansfield,GaryPhoenix,GregoryGooding,MenaHopper,MillaPeck,MorganMcdormand,SidneyCrowe,ThoraTemple","3.99"
6707,90,"Boulevard Mob","English             ","New",3,"0.99","11.99","R","AngelaWitherspoon,AudreyOlivier,DanStreep,EwanGooding,HarveyHope,KirstenAkroyd,MorganMcdormand,RipCrawford","1.99"
6708,82,"Blood Argonauts","English             ","Family",3,"0.99","13.99","G","AdamHopper,CateMcqueen,CubaBirch,LauraBrody","6.99"
6709,881,"Temple Attraction","English             ","Horror",5,"4.99","13.99","PG","ChristopherWest,GrouchoDunst,JaneJackman,KennethPesci,MillaPeck","4.99"
6710,175,"Confused Candles","English             ","Family",3,"2.99","27.99","PG-13","AlbertNolte,ChristianAkroyd,GeneMckellen,JamesPitt,RalphCruz,RiverDean","7.99"
6711,486,"Jet Neighbors","English             ","Foreign",7,"4.99","14.99","R","FayKilmer,GeneWillis,GregChaplin,HumphreyGarland,MerylAllen,MinnieKilmer","5.99"
6712,1000,"Zorro Ark","English             ","Comedy",3,"4.99","18.99","NC-17","IanTandy,LisaMonroe,NickDegeneres","9.99"
6713,917,"Tuxedo Mile","English             ","Sports",3,"2.99","24.99","R","DanTorn,KirkJovovich,MorganWilliams","3.99"
6714,424,"Holocaust Highball","English             ","Children",6,"0.99","12.99","R","CarmenHunt,DarylWahlberg,MaryTandy,PenelopeMonroe,WilliamHackman","0.99"
6715,139,"Chasing Fight","English             ","Family",7,"4.99","21.99","PG","FayWinslet,JadaRyder,MenaHopper,RussellTemple,TomMiranda","4.99"
6716,610,"Music Boondock","English             ","Family",7,"0.99","17.99","R","HumphreyWillis,MichaelBening,MorganWilliams","0.99"
6717,115,"Campus Remember","English             ","Action",5,"2.99","27.99","R","MatthewJohansson,ReeseKilmer,WillWilson","5.99"
6718,494,"Karate Moon","English             ","Horror",4,"0.99","21.99","PG-13","JadaRyder,JaneJackman,JayneSilverstone,JohnnyCage,JulianneDench,KimAllen,MichaelBolger,SusanDavis","2.99"
6719,162,"Clueless Bucket","English             ","Action",4,"2.99","13.99","R","AdamHopper,AlanDreyfuss,CameronZellweger,CharlizeDench,GinaDegeneres,JonChase,MorganMcdormand,UmaWood","2.99"
6720,594,"Montezuma Command","English             ","Action",6,"0.99","22.99","NC-17","CubaOlivier,RichardPenn","0.99"
6721,614,"Name Detective","English             ","Games",5,"4.99","11.99","PG-13","CateMcqueen,JohnSuvari,WarrenJackman","6.99"
6722,687,"Pocus Pulp","English             ","Documentary",6,"0.99","15.99","NC-17","GrouchoDunst,JohnnyLollobrigida,RalphCruz,RiverDean,TomMiranda","1.99"
6723,588,"Model Fish","English             ","Children",4,"4.99","11.99","NC-17","EdGuiness,GeneHopkins,HarveyHope,MaryKeitel,MerylGibson,RichardPenn,UmaWood,ValBolger","4.99"
6724,545,"Madness Attacks","English             ","Foreign",4,"0.99","14.99","PG-13","FrancesDay-Lewis,FrancesTomei,HumphreyWillis,KirstenAkroyd,MaryKeitel,ScarlettDamon,SusanDavis","3.99"
6725,181,"Contact Anonymous","English             ","Travel",7,"2.99","10.99","PG-13","ChristopherBerry,EwanGooding,MenaTemple,MorganHopkins,OlympiaPfeiffer","2.99"
6726,981,"Wolves Desire","English             ","Travel",7,"0.99","13.99","NC-17","CameronWray,GretaKeitel,JayneNeeson,JessicaBailey,MorganHopkins,SandraKilmer","0.99"
6727,830,"Spirit Flintstones","English             ","Horror",7,"0.99","23.99","R","GregoryGooding,HenryBerry,JamesPitt,JuliaMcqueen,MichaelBening,ParkerGoldberg,PenelopeMonroe,RiverDean,SpencerPeck,VivienBasinger,WhoopiHurt","0.99"
6728,458,"Indian Love","English             ","Family",4,"0.99","26.99","NC-17","CaryMcconaughey,GeneMckellen,GinaDegeneres,JonChase,MatthewJohansson,NickWahlberg,RitaReynolds,RussellTemple,ScarlettDamon,TomMckellen","0.99"
6729,547,"Magic Mallrats","English             ","Children",3,"0.99","19.99","PG","AlecWayne,BurtPosey,KirstenAkroyd,TomMckellen","4.99"
6730,341,"Frost Head","English             ","Classics",5,"0.99","13.99","PG","CarmenHunt,CateHarris,EdChase,FayWinslet,GeneHopkins,LaurenceBullock,RalphCruz","3.99"
6731,184,"Core Suit","English             ","Classics",3,"2.99","24.99","PG-13","AngelaWitherspoon,MenaHopper,PenelopeCronyn,PenelopePinkett","2.99"
6732,416,"Highball Potter","English             ","Foreign",6,"0.99","10.99","R","ChristopherBerry,GretaKeitel,KarlBerry,MenaHopper,ReeseKilmer","0.99"
6733,323,"Flight Lies","English             ","Sports",7,"4.99","22.99","R","","6.99"
6734,486,"Jet Neighbors","English             ","Foreign",7,"4.99","14.99","R","FayKilmer,GeneWillis,GregChaplin,HumphreyGarland,MerylAllen,MinnieKilmer","6.99"
6735,61,"Beauty Grease","English             ","Drama",5,"4.99","28.99","G","CameronZellweger,EdMansfield,LucilleDee,MichaelBening,NickDegeneres","5.99"
6736,116,"Candidate Perdition","English             ","Classics",4,"2.99","10.99","R","MorganHopkins,SandraKilmer,SidneyCrowe,ThoraTemple","2.99"
6737,70,"Bikini Borrowers","English             ","Animation",7,"4.99","26.99","NC-17","BetteNicholson,PenelopeCronyn","4.99"
6738,266,"Dynamite Tarzan","English             ","Classics",4,"0.99","27.99","PG-13","BobFawcett,CharlizeDench,CubaBirch,EwanGooding,JulianneDench","5.99"
6739,271,"Easy Gladiator","English             ","Action",5,"4.99","12.99","G","EdMansfield,FredCostner,MatthewLeigh","5.99"
6740,531,"Lose Inch","English             ","Foreign",3,"0.99","18.99","R","HarrisonBale,LucilleTracy,MerylAllen,ReeseWest","0.99"
6741,54,"Banger Pinocchio","English             ","Music",5,"0.99","15.99","R","AudreyBailey,DustinTautou,GeneWillis,JayneNeeson,JohnnyLollobrigida,LucilleTracy","0.99"
6742,922,"Undefeated Dalmations","English             ","Horror",7,"4.99","22.99","PG-13","AlbertJohansson,FrancesDay-Lewis,TomMiranda","4.99"
6743,34,"Arabia Dogma","English             ","Horror",6,"0.99","29.99","NC-17","BurtPosey,FrancesTomei,GretaMalden,JohnnyCage,JudeCruise,JuliaMcqueen,KarlBerry,LisaMonroe,RipCrawford,RussellBacall,SeanWilliams,WalterTorn","0.99"
6744,562,"Masked Bubble","English             ","Music",6,"0.99","12.99","PG-13","AdamHopper,AudreyBailey,GaryPenn","0.99"
6745,294,"Expecations Natural","English             ","Travel",5,"4.99","26.99","PG-13","DarylWahlberg,ElvisMarx,LaurenceBullock","4.99"
6746,687,"Pocus Pulp","English             ","Documentary",6,"0.99","15.99","NC-17","GrouchoDunst,JohnnyLollobrigida,RalphCruz,RiverDean,TomMiranda","0.99"
6747,797,"Silence Kane","English             ","Music",7,"0.99","23.99","R","MichaelBening,ReeseKilmer,ReneeTracy,SandraPeck","0.99"
6748,798,"Silverado Goldfinger","English             ","Sci-Fi",4,"4.99","11.99","PG","AlGarland,JaneJackman,JenniferDavis,KirstenPaltrow,TomMiranda","6.99"
6749,636,"Oleander Clue","English             ","Music",5,"0.99","12.99","PG","EwanGooding,GregChaplin,JimMostel,OprahKilmer,PenelopePinkett,RussellClose,SandraKilmer,SeanWilliams,WarrenJackman,ZeroCage","4.99"
6750,841,"Star Operation","English             ","Sports",5,"2.99","9.99","PG","JohnnyLollobrigida,MorganMcdormand,MorganWilliams,SusanDavis,WillWilson","3.99"
6751,380,"Greek Everyone","English             ","Foreign",7,"2.99","11.99","PG","BurtDukakis,CateHarris,RipWinslet,SissySobieski","2.99"
6752,744,"Roots Remember","English             ","Classics",4,"0.99","23.99","PG-13","BurtPosey,CameronZellweger,EllenPresley,EwanGooding,GrouchoWilliams,JohnnyCage,LisaMonroe,MatthewCarrey,WalterTorn,WarrenNolte","4.99"
6753,569,"Menagerie Rushmore","English             ","Animation",7,"2.99","18.99","G","BurtDukakis,RayJohansson","2.99"
6754,320,"Flamingos Connecticut","English             ","New",4,"4.99","28.99","PG-13","AlbertJohansson,FayKilmer,GeneWillis,GoldieBrody,JaneJackman,JonChase,KennethTorn,RitaReynolds,TomMiranda","4.99"
6755,557,"Manchurian Curtain","English             ","Family",5,"2.99","27.99","PG","AlbertNolte,RayJohansson","6.99"
6756,260,"Dude Blindness","English             ","Sports",3,"4.99","9.99","G","AngelaWitherspoon,GrouchoSinatra,RalphCruz,SandraPeck,ScarlettBening,ScarlettDamon,ValBolger","4.99"
6757,119,"Caper Motions","English             ","Comedy",6,"0.99","22.99","G","AudreyOlivier,BurtTemple,CateMcqueen,ChristianAkroyd,HelenVoight,KevinGarland,ValBolger","0.99"
6758,892,"Titanic Boondock","English             ","Animation",3,"4.99","18.99","R","BetteNicholson,DanHarris,EwanGooding,GeoffreyHeston,JayneNolte,JulianneDench,MaryKeitel,MatthewCarrey,OlympiaPfeiffer,PenelopeCronyn,WarrenNolte,WillWilson","9.99"
6759,791,"Show Lord","English             ","Documentary",3,"4.99","24.99","PG-13","KennethPaltrow,KevinGarland","4.99"
6760,112,"Calendar Gunfight","English             ","Foreign",4,"4.99","22.99","NC-17","BetteNicholson,CameronStreep,GaryPhoenix,GinaDegeneres,GretaKeitel,MillaPeck,TimHackman,WhoopiHurt","8.99"
6761,796,"Sierra Divide","English             ","Sports",3,"0.99","12.99","NC-17","GinaDegeneres,JimMostel,MaryKeitel,RussellBacall,WalterTorn","3.99"
6762,844,"Steers Armageddon","English             ","Sports",6,"4.99","16.99","PG","DanHarris,DanStreep,FayWood,OprahKilmer","7.99"
6763,738,"Rocketeer Mother","English             ","Foreign",3,"0.99","27.99","PG-13","ChrisBridges,JayneSilverstone,JudyDean,MerylAllen,ReneeTracy,TomMiranda,WarrenJackman","3.99"
6764,963,"Watch Tracy","English             ","Animation",5,"0.99","12.99","PG","CaryMcconaughey,FayKilmer,GrouchoSinatra,JeffSilverstone,ValBolger","4.99"
6765,563,"Massacre Usual","English             ","Games",6,"4.99","16.99","R","FayWinslet,GeneMckellen,SpencerDepp","5.99"
6766,789,"Shock Cabin","English             ","Foreign",7,"2.99","15.99","PG-13","LauraBrody","2.99"
6767,395,"Handicap Boondock","English             ","Action",4,"0.99","28.99","R","AlbertNolte,AlGarland,CateHarris,GaryPhoenix,MaryKeitel,ReneeTracy,ZeroCage","1.99"
6768,748,"Rugrats Shakespeare","English             ","Action",4,"0.99","16.99","PG-13","CubaBirch,DarylWahlberg,GaryPenn,JudyDean,KimAllen,MorganHopkins","3.99"
6769,367,"Goldmine Tycoon","English             ","Sci-Fi",6,"0.99","20.99","R","AlbertNolte,DarylCrawford,GeoffreyHeston,HumphreyWillis,JohnSuvari,MaeHoffman,SandraKilmer","3.99"
6770,451,"Igby Maker","English             ","Travel",7,"4.99","12.99","NC-17","BetteNicholson,DanStreep,GeoffreyHeston,MichaelBening,SeanGuiness","5.99"
6771,247,"Downhill Enough","English             ","Comedy",3,"0.99","19.99","G","BenWillis,DarylCrawford,HarveyHope,WoodyJolie","2.99"
6772,834,"Spoilers Hellfighters","English             ","Documentary",4,"0.99","26.99","G","BurtTemple,DarylCrawford,GregoryGooding,HumphreyWillis,MichelleMcconaughey,MillaKeitel,RipWinslet","2.99"
6773,735,"Robbers Joon","English             ","Children",7,"2.99","26.99","PG-13","AngelaHudson,CubaAllen,JadaRyder,MatthewLeigh,MillaPeck","2.99"
6774,191,"Crooked Frogmen","English             ","Children",6,"0.99","27.99","PG-13","AlbertJohansson,CateHarris,ChristianGable,JoeSwank,LaurenceBullock,WilliamHackman","0.99"
6775,639,"Opposite Necklace","English             ","Family",7,"4.99","9.99","PG","ChristianNeeson,DebbieAkroyd,GrouchoDunst,GrouchoWilliams,LucilleDee,MatthewLeigh","4.99"
6776,524,"Lion Uncut","English             ","Comedy",6,"0.99","13.99","PG","BelaWalken,PenelopePinkett,UmaWood","2.99"
6777,891,"Timberland Sky","English             ","Classics",3,"0.99","13.99","G","BenHarris,ChristopherWest,GaryPhoenix,JudeCruise","5.99"
6778,983,"Won Dares","English             ","Music",7,"2.99","18.99","PG","ChristianGable,JuliaZellweger,KirstenPaltrow,LisaMonroe,RussellClose","2.99"
6779,976,"Wind Phantom","English             ","Games",6,"0.99","12.99","R","CharlizeDench,EdGuiness,ReneeBall","0.99"
6780,277,"Elephant Trojan","English             ","Horror",4,"4.99","24.99","PG-13","CameronStreep,GinaDegeneres,HarrisonBale,PenelopeGuiness,ValBolger","4.99"
6781,828,"Spiking Element","English             ","Classics",7,"2.99","12.99","G","BurtTemple,DarylWahlberg,DebbieAkroyd,SusanDavis,WalterTorn,WilliamHackman","2.99"
6782,601,"Moulin Wake","English             ","Travel",4,"0.99","20.99","PG-13","JessicaBailey,ScarlettBening,VivienBasinger","4.99"
6783,793,"Shrunk Divine","English             ","Action",6,"2.99","14.99","R","MaryTandy,SissySobieski,TomMckellen,WoodyHoffman","2.99"
6784,44,"Attacks Hate","English             ","Sci-Fi",5,"4.99","21.99","PG-13","BurtTemple,DanTorn,GrouchoDunst,MillaKeitel","4.99"
6785,972,"Whisperer Giant","English             ","Sci-Fi",4,"4.99","24.99","PG-13","BelaWalken,JessicaBailey,MillaPeck","6.99"
6786,437,"House Dynamite","English             ","Family",7,"2.99","13.99","R","AlGarland,DebbieAkroyd,JudeCruise,MatthewCarrey,MatthewLeigh,MegHawke,MichaelBolger,NatalieHopkins,VivienBasinger","2.99"
6787,324,"Flintstones Happiness","English             ","Comedy",3,"4.99","11.99","PG-13","AlbertNolte,BelaWalken,DebbieAkroyd,HumphreyWillis","7.99"
6788,257,"Drumline Cyclone","English             ","Travel",3,"0.99","14.99","G","","5.99"
6789,430,"Hook Chariots","English             ","Animation",7,"0.99","23.99","G","ElvisMarx,GeneWillis,GinaDegeneres,MaeHoffman","0.99"
6790,980,"Wizard Coldblooded","English             ","Music",4,"4.99","12.99","PG","AnneCronyn,ChristianGable,MenaTemple,ParkerGoldberg,PenelopeGuiness,RayJohansson,SusanDavis,TimHackman,WalterTorn","5.99"
6791,327,"Fool Mockingbird","English             ","Action",3,"4.99","24.99","PG","NatalieHopkins,RipCrawford","9.99"
6792,113,"California Birds","English             ","Sports",4,"4.99","19.99","NC-17","RussellClose,ScarlettBening","8.99"
6793,21,"American Circus","English             ","Action",3,"4.99","17.99","R","FrancesTomei,KevinBloom,RipCrawford,SidneyCrowe,WarrenJackman","10.99"
